pid,mid
525,27
526,28
527,28
528,28
529,28
530,28
531,28
532,28
533,28
534,28
535,28
536,28
537,28
538,28
539,28
540,28
541,28
542,28
543,28
544,28
545,28
546,28
547,28
548,28
549,28
550,28
551,28
552,28
553,28
554,28
555,28
556,28
557,28
558,28
559,28
560,28
561,28
562,28
86,28
563,28
564,28
565,28
566,28
567,28
568,28
569,28
570,28
571,28
572,28
573,28
574,28
575,28
576,28
577,28
578,28
579,28
580,28
581,29
582,29
583,29
584,29
585,29
586,29
587,29
588,29
589,29
590,29
591,29
592,29
593,29
594,29
595,29
596,29
597,29
598,29
599,29
600,29
601,29
602,29
603,29
604,29
605,29
606,29
607,29
608,29
609,29
610,29
611,30
612,30
613,30
614,30
615,30
616,30
617,30
618,30
619,30
620,30
621,30
622,30
623,30
624,30
625,30
626,30
627,30
628,30
629,30
630,30
631,30
632,30
633,30
634,30
635,30
636,30
637,31
638,31
639,31
640,31
641,31
642,31
643,31
644,31
645,31
646,31
647,31
648,31
649,31
650,31
651,31
652,31
653,31
654,31
418,32
655,32
656,32
657,32
658,32
659,32
660,32
661,32
662,32
663,32
664,32
665,32
666,32
667,32
118,33
668,33
184,33
669,33
670,33
671,33
672,33
673,33
674,33
675,33
676,34
677,34
678,34
679,35
680,35
681,35
682,35
683,35
349,35
684,35
685,35
686,35
687,35
688,35
689,35
690,36
691,36
692,36
693,36
694,36
695,36
696,36
697,36
698,36
699,36
700,36
701,36
702,36
703,36
704,36
705,36
706,36
707,36
708,36
709,36
710,36
711,36
712,36
713,36
714,36
715,36
716,36
717,36
718,36
719,36
720,36
721,36
722,36
723,36
724,36
725,36
726,36
727,36
728,36
729,36
730,36
731,37
732,37
733,37
734,37
735,37
326,37
736,37
737,37
738,37
739,37
740,37
741,37
742,37
743,37
744,37
745,37
746,37
747,37
748,37
749,37
750,38
751,38
752,38
753,38
754,38
755,38
756,38
757,38
758,38
759,38
760,38
761,38
762,38
763,38
764,38
765,38
766,38
767,38
768,38
769,38
770,39
771,39
772,39
773,40
774,40
775,40
776,40
777,40
778,40
779,40
780,40
781,40
782,40
651,40
783,40
784,40
785,40
786,40
787,40
788,40
789,40
790,40
791,40
792,40
793,40
794,40
795,40
796,40
797,41
798,41
799,41
800,41
801,41
802,41
803,41
804,41
805,41
806,41
807,41
808,41
809,41
810,41
811,41
812,41
813,41
814,41
815,41
816,41
817,42
818,42
819,42
820,42
821,42
822,42
823,42
824,42
825,42
826,42
827,42
828,42
829,42
830,42
140,42
831,43
832,43
833,43
834,43
835,43
836,43
837,43
838,43
839,43
840,43
841,43
842,43
843,43
844,43
845,43
846,43
178,43
847,43
848,44
849,44
850,44
851,44
852,44
853,44
854,44
855,44
856,44
857,44
417,45
858,45
859,45
163,45
123,45
196,45
830,45
860,45
861,45
862,45
863,45
864,45
865,45
129,45
866,45
867,45
868,45
869,45
870,45
871,46
872,46
873,46
874,46
875,46
876,46
877,46
878,46
879,46
880,46
881,46
882,46
883,46
884,46
885,46
886,47
887,47
888,47
889,47
890,47
891,47
892,47
893,47
894,47
895,47
896,47
897,47
898,47
899,47
900,47
901,47
902,47
903,47
904,47
905,47
906,47
907,47
908,47
909,47
910,47
911,47
912,47
913,47
914,47
915,47
916,47
917,47
918,47
919,47
920,47
921,47
922,47
923,47
924,47
925,47
926,47
927,47
250,48
928,48
929,48
930,48
252,48
931,48
932,48
152,48
933,48
159,48
934,48
935,49
936,49
937,49
938,49
939,49
940,49
941,50
942,50
943,50
944,50
697,50
945,50
946,50
947,50
948,50
949,50
950,50
951,50
952,50
953,50
954,50
955,50
545,50
956,50
957,50
958,50
959,50
960,50
961,50
962,50
963,50
964,50
965,50
966,50
967,50
968,50
969,50
970,50
971,50
972,50
973,50
974,50
975,50
976,50
977,50
978,50
979,50
980,50
981,50
982,50
983,50
984,50
985,50
986,50
987,50
988,50
989,50
990,50
991,50
992,50
993,50
994,50
995,50
996,50
997,50
998,50
999,51
1000,51
1001,51
1002,51
1003,51
1004,51
1005,51
1006,51
1007,51
1008,51
1009,51
1010,51
1011,51
1012,51
1013,51
1014,51
1015,51
1016,52
1017,52
1018,52
1019,52
1020,52
1021,53
1022,53
1023,53
1024,53
1025,53
1026,53
1027,53
1028,53
167,53
1029,53
1030,54
1031,54
318,54
1032,54
1033,54
1034,54
1035,54
1036,54
1037,54
1038,54
1039,54
1040,55
1041,55
1042,55
431,55
1043,55
1044,55
1045,55
1046,56
1047,56
1048,56
1049,56
1050,56
1051,56
1052,56
1053,56
1054,56
1055,56
1056,56
1057,56
1058,56
1059,56
1060,56
1061,56
1062,56
1063,56
1064,56
1065,57
1066,57
1067,57
1068,57
1069,57
1070,57
1071,57
1072,57
1073,57
1074,57
1075,57
1076,57
1077,57
1078,57
1079,57
1080,57
1081,57
1082,57
1083,57
1084,57
1085,58
1086,58
1087,58
1088,58
1089,58
1090,58
1091,58
1092,58
1093,58
1094,58
304,58
1095,58
1096,58
1097,58
1098,58
1099,58
1100,58
1101,58
1102,58
1103,58
209,59
1104,59
1105,59
1106,59
1107,59
1108,59
1109,59
1110,59
1111,59
1112,59
1113,59
1114,59
1115,59
1116,59
1117,59
1118,59
1119,59
1120,59
1121,59
1122,59
1123,60
1124,60
1125,60
1126,60
1127,60
1128,60
1129,60
512,60
1130,60
1131,60
1132,60
1133,60
1134,60
1135,60
1136,60
1137,60
1138,60
1139,60
1140,60
1141,60
1142,60
1143,60
1144,60
341,60
1145,60
1146,60
1147,60
1148,61
1149,61
1150,61
945,61
1151,61
1152,61
1153,61
1154,61
1155,61
760,61
1156,61
1157,61
1158,61
1159,61
1160,61
1161,61
1162,61
1163,61
1164,61
1165,61
617,62
1166,62
1167,62
1168,62
1169,62
1170,62
1171,62
1172,62
1173,62
1174,62
1175,62
1176,62
1177,62
1178,62
1179,62
1180,62
1181,62
1182,62
1183,62
47,63
1184,63
1185,63
1186,63
1187,63
1188,63
1189,63
1190,63
1191,63
1192,63
1193,63
1194,63
1195,63
1196,63
1197,63
1198,63
1199,63
1200,63
1201,63
1202,63
1203,64
1204,64
1205,64
1206,64
1207,64
1208,64
1209,64
1210,64
1211,64
1212,64
1213,64
1214,64
1215,64
1216,64
1217,64
1218,64
1219,64
1220,64
1221,64
1222,64
1223,64
1224,64
1225,64
1226,64
1227,64
1228,64
1229,64
1230,64
1231,65
1232,65
1233,65
1234,65
1235,65
1236,65
1237,65
1238,65
1239,65
1240,65
1241,65
1242,65
1243,65
1244,65
1245,65
1246,65
1247,65
1248,65
1249,65
1250,65
1251,66
1252,66
1253,66
1254,66
1255,66
1256,66
1257,66
1258,66
1259,66
1260,66
1261,66
1262,66
1263,66
490,67
1264,67
1265,67
1266,67
1267,67
1268,67
1269,67
1270,67
1271,67
1272,67
1273,67
1274,67
1275,67
1276,67
1277,67
1278,67
1279,67
1280,67
1281,67
1282,67
1283,67
1284,67
1285,67
1286,67
1287,67
1288,67
1289,68
1290,68
1291,68
1292,68
1293,68
1294,68
1295,68
1296,68
1297,68
1298,68
121,68
1299,68
1300,68
1301,68
1302,69
1303,69
1304,69
1305,69
1306,69
1307,69
946,69
1075,69
1308,69
1309,69
1310,69
1311,69
1312,69
1313,69
1314,69
1315,69
1316,69
1317,69
1318,69
1319,69
1320,69
1321,69
1322,69
1323,69
1324,69
1325,69
1326,69
1327,69
1328,70
1329,70
1330,70
1331,70
1332,70
1264,70
1333,70
1334,70
1335,70
1336,70
1337,70
1338,70
1339,70
1340,70
1341,70
1342,70
1343,70
1344,70
1345,70
1346,70
1347,70
1348,70
1349,70
1350,70
1351,70
1352,70
1353,70
1354,70
1355,70
1356,70
1272,70
1357,70
1358,70
1359,70
1360,70
1361,70
1362,70
1363,70
1364,70
1365,70
1366,70
1367,70
1368,70
1369,70
1370,70
1371,70
1372,70
1373,70
1374,70
1375,70
1376,70
1377,70
1378,70
1379,70
1380,70
1381,70
1382,70
1383,70
1384,70
1385,70
1386,71
1387,71
1047,71
1388,71
1389,71
1390,71
1391,71
1392,71
1393,71
1394,71
1395,71
1396,72
1397,72
1398,72
1399,72
1400,72
1401,72
1402,72
1403,72
1404,72
1405,72
1406,72
1407,72
1408,72
1409,73
1410,73
1411,73
1412,73
1388,73
1413,73
1414,73
1415,73
1416,73
1417,73
1418,73
1419,73
1420,73
1421,73
1422,73
1423,73
1424,73
1425,74
1426,74
1427,74
1428,74
1429,74
1430,74
1431,74
1432,74
1433,74
1434,74
1435,74
1436,74
1437,74
1438,74
93,74
1439,74
1440,75
1441,75
1442,75
1443,75
1444,75
1445,75
1446,75
1447,75
1448,75
1449,76
1450,76
1451,76
1452,76
1453,76
1454,76
1455,76
1456,76
1457,76
1458,76
1459,76
1460,76
1461,76
1462,76
1463,76
1464,76
1465,76
1466,76
1467,76
1468,76
1469,77
1470,77
1471,77
1472,77
1473,77
508,77
1474,77
1332,77
1475,77
952,77
1476,77
1477,77
1478,77
1479,77
1185,77
1480,77
1481,77
1482,77
1483,77
1484,77
1485,77
1486,77
1487,77
1488,77
1489,77
1490,77
1491,77
1492,77
1493,77
1494,77
1495,77
1496,77
1497,77
1498,77
1499,77
1500,77
1501,77
1502,77
729,77
1503,77
1504,77
1505,77
1506,78
1507,78
1508,78
1509,78
1510,78
1511,79
1512,79
180,79
1513,79
1514,79
1515,79
1516,79
1517,79
1518,79
1519,79
1520,79
1521,79
1522,79
1523,79
1524,79
1525,79
1526,79
1527,79
1528,79
1529,79
1530,79
1531,79
1532,79
1533,79
1534,79
1535,79
1536,79
1537,79
1538,79
1539,79
1540,79
1541,79
1542,79
1543,79
1544,79
1545,79
1546,79
1547,79
1548,79
1549,79
1550,79
1551,79
1552,79
1553,79
1554,79
1555,79
1556,79
1557,79
1558,79
1559,79
1560,79
1561,79
1562,79
1563,79
1564,79
1565,79
1566,79
1567,79
1568,79
1569,79
1570,79
1571,79
1572,79
1573,79
1574,79
1575,79
1576,79
1577,79
1578,80
1579,80
1580,80
1581,80
1582,80
1583,80
1584,80
1585,80
1586,80
1587,80
1588,80
1589,80
1590,80
1591,81
1592,81
1593,81
1594,81
1595,81
1596,81
1597,81
1598,81
1599,81
1600,81
1601,81
1602,81
1603,81
1604,81
1605,81
1606,81
1607,81
1608,81
1609,81
1610,81
1611,81
1612,81
1613,81
1614,81
1615,81
1616,81
1617,81
1618,81
1619,81
703,81
1620,81
1621,81
1622,81
1623,81
1624,81
1625,81
1626,81
1627,81
1628,81
1629,81
1630,81
1631,81
1632,81
1633,81
1634,81
1635,81
1636,81
1637,81
1638,81
1639,81
1640,82
1641,82
1642,82
1643,82
1644,82
1645,82
1646,82
1647,82
1648,83
1649,83
1650,83
1651,83
1652,83
301,83
1653,83
1654,83
1655,83
1656,83
1657,83
1658,83
1659,83
1660,83
1661,83
1662,83
1663,83
1664,83
1665,83
1666,83
1667,84
1668,84
1669,84
1670,84
1671,84
1672,84
1673,84
1602,84
1674,84
1675,84
1676,84
1677,84
1678,84
1679,84
1680,84
1681,84
1682,84
1683,84
1684,84
1685,84
1686,85
1687,85
683,85
1688,85
1689,85
1690,85
1691,85
1692,85
1693,85
1694,85
1695,85
1696,85
1697,85
1698,85
1699,85
1700,85
1701,85
1702,85
1703,86
1704,86
1705,86
1706,86
1707,86
1708,86
1709,86
1710,86
1711,86
1712,86
1713,86
1714,86
1715,86
1716,86
1717,86
1718,86
1719,86
1720,86
1721,86
1722,86
1723,86
1724,86
1725,86
1726,86
1727,86
1728,86
1729,86
1730,86
1731,86
1732,86
1733,86
1734,86
1735,86
1736,86
1737,86
1738,86
1739,86
1740,86
1741,86
1742,86
1743,86
1744,86
1745,86
1746,86
1747,86
1748,86
1749,86
1750,87
1751,87
1752,87
1443,87
1753,87
1754,87
1755,87
1756,87
1757,87
1758,87
1759,87
1760,88
1761,88
1762,88
538,88
1763,88
1764,88
1765,88
1766,88
1767,88
1768,88
1769,88
1770,88
1771,88
1772,88
1773,88
1774,88
1775,88
1776,88
1777,88
1155,88
1778,88
1779,88
1780,88
1781,88
1782,88
1783,88
1784,88
1785,88
1786,88
1787,88
507,89
1788,89
1789,89
1790,89
1791,89
1792,89
1793,89
1794,89
1795,89
1796,89
1797,89
1798,89
1799,89
1800,89
1801,89
1802,89
1803,89
1804,89
1805,89
1657,89
1806,89
1807,89
489,89
1808,89
1809,89
1810,89
1811,89
1812,89
1813,89
1814,89
1815,89
1816,89
1817,89
1818,89
1819,89
1820,89
1821,89
1822,89
1823,89
1824,90
1825,90
1826,90
1827,90
1828,90
1829,90
1830,90
1831,90
1832,91
1833,91
1834,91
1835,91
1836,91
1837,91
1838,91
1839,91
1840,91
1841,91
1842,91
1843,91
1844,91
1845,91
1846,91
1847,91
1848,91
1849,91
1850,91
1851,91
1852,91
1853,91
1854,91
1369,91
1855,91
1856,91
1857,91
1858,91
1859,91
1860,91
1861,91
1862,91
1863,91
1864,91
1865,91
1866,91
1867,91
1868,91
1869,92
914,92
1870,92
1871,92
1872,92
1873,92
1874,92
1875,92
1876,92
1877,92
1878,92
1879,92
1880,92
1881,92
1882,92
946,93
1883,93
1884,93
1885,93
1184,93
1886,93
1887,93
1888,93
1889,93
1890,93
1891,93
1892,93
1266,93
1893,93
1894,93
1895,93
1896,93
690,93
1897,93
1898,93
1899,93
1900,93
1901,93
1902,93
1903,93
1904,93
1905,93
1906,93
1907,93
1908,93
1909,93
1910,93
1911,93
1912,93
1913,93
1914,93
1915,93
418,94
1916,94
679,94
1917,94
878,94
928,95
1918,95
1919,95
1920,95
1921,95
1922,95
1923,95
1924,95
1925,95
1926,95
1927,96
1928,96
1929,96
1930,96
1931,96
1932,96
1933,96
1934,96
1935,96
1936,96
1937,96
1938,96
1939,96
1940,96
1941,96
1942,96
1943,96
1944,96
1945,96
1946,96
1947,97
1948,97
1949,97
1950,97
1951,97
1952,97
1953,97
1954,97
1955,97
1956,97
1957,97
1958,97
1959,97
1960,97
1961,97
1962,97
1963,98
928,98
1964,98
1253,98
837,98
1965,98
1966,98
1967,98
1968,98
1969,98
1970,98
1971,98
1972,99
1973,99
700,99
1974,99
1975,99
1976,99
1977,99
1978,99
1979,99
1980,99
1461,99
1981,99
1982,99
1983,100
1984,100
1985,100
1986,100
1987,100
1988,100
1989,100
1990,100
1991,100
1992,100
1993,100
1994,100
1995,100
1996,101
1997,101
1998,101
1999,101
2000,101
2001,101
2002,101
2003,101
2004,101
2005,101
2006,101
2007,101
2008,101
2009,101
2010,101
2011,101
2012,101
2013,101
2014,102
2015,102
2016,102
2017,102
2018,102
2019,102
2020,102
1129,102
2021,102
2022,102
2023,102
262,102
2024,102
2025,102
2026,102
2027,102
2028,102
2029,102
2030,102
2031,102
2032,102
2033,102
2034,102
2035,102
2036,102
2037,102
2038,102
2039,102
2040,102
2041,102
2042,102
2043,102
2044,102
2045,102
2046,102
2047,102
2048,102
2049,102
2050,102
2051,102
2052,102
2053,102
2054,102
2055,102
2056,102
344,102
1501,102
2057,103
2058,103
2059,103
2060,103
2061,103
2062,103
2063,103
2064,103
101,103
2065,103
2066,103
2067,103
19,103
2068,103
2069,103
2070,103
2071,103
2072,103
2073,103
2074,103
2075,103
2076,103
2077,103
2078,103
2079,103
2080,103
2081,103
2082,103
2083,103
2084,103
2085,103
2086,103
2087,103
2088,103
1591,103
2089,103
2090,103
344,103
2091,103
1499,103
1502,103
13,103
2092,103
2093,104
2094,104
2095,104
2096,104
2097,104
2098,104
2099,105
2100,105
2101,105
2102,105
2103,105
2104,105
1490,105
2105,105
2106,105
2107,105
2108,105
2109,105
2110,105
2111,105
2112,106
2113,106
2114,106
2115,106
2116,106
2117,106
2118,106
2119,106
2120,106
894,106
2121,106
2122,106
2123,107
1022,107
2124,107
156,107
2125,107
2126,107
2127,107
2128,107
1922,107
2129,108
2130,108
2131,108
1686,108
1964,108
2132,108
2133,108
2134,108
2135,108
2136,108
2137,108
122,108
2138,108
120,108
2139,108
183,108
2140,108
834,108
347,108
2141,108
2142,108
2094,108
2143,108
2144,108
2145,108
2146,108
2147,108
420,108
359,108
2148,108
2149,108
2150,108
2151,108
2152,108
2153,108
2154,108
2155,108
2156,108
2157,108
2158,108
2159,108
871,108
827,109
250,109
2160,109
2161,109
2162,109
2163,109
2164,109
130,109
2165,109
2166,109
2167,109
2168,109
2169,109
2170,109
2171,109
2172,109
2173,109
2156,109
2174,109
2175,110
2176,110
2177,110
2178,111
1297,111
2179,111
930,111
356,111
2180,111
2181,111
2182,111
2183,111
2184,111
2185,111
2186,111
2187,111
2188,111
2189,112
2190,112
2191,112
2192,112
2193,112
2194,112
2195,112
2196,112
2197,112
2198,112
2199,112
2200,112
2201,112
2202,112
2203,112
2204,112
2205,112
2206,112
2207,112
2208,113
2209,113
2210,113
2211,113
2212,113
2213,113
2214,113
2215,113
2216,113
2217,113
2218,113
2219,113
2220,113
2221,113
2222,113
180,114
2223,114
2224,114
824,114
2225,114
123,114
2226,114
194,114
2227,114
2228,114
2152,114
2229,114
2230,114
2231,114
2232,114
2233,114
2234,114
2235,114
2236,114
2237,114
1253,114
2238,114
2239,114
2240,114
2241,114
1965,114
2242,114
2243,114
2169,114
2244,114
2245,114
2246,114
2247,114
2248,114
2249,114
1963,114
2250,115
2251,115
2252,115
2253,115
2254,115
2255,115
2256,115
2257,115
2258,115
2259,115
2260,115
2261,115
2262,115
2263,115
2264,115
2265,115
2266,115
2267,115
2268,115
2269,115
2270,116
2271,116
2272,116
2273,116
2274,116
2275,116
2276,116
2277,116
2278,116
2279,116
2280,116
2281,116
2282,116
2283,116
2284,116
2285,117
2286,117
2287,117
2288,117
2289,117
1402,117
2290,117
2291,117
2292,117
2293,117
2294,117
2295,117
2296,117
2297,117
2298,117
2299,117
2300,117
2301,117
1645,117
2302,117
2303,117
2304,117
2305,118
2306,118
2307,118
2308,118
2309,118
2310,118
2311,118
2312,118
2313,118
2314,118
2315,118
2316,118
2317,118
2318,118
2319,118
2320,118
2321,118
2322,118
2323,118
2324,118
2325,119
2326,119
2327,119
541,120
2328,120
2329,120
1673,120
2330,120
2331,120
2332,120
2333,120
2334,120
2335,120
2336,120
2337,120
2338,120
2339,120
2340,120
2341,120
2342,120
2343,120
2344,120
2345,120
2346,120
2347,120
2348,120
2349,121
2350,121
2351,121
2352,121
2353,121
2354,121
2355,121
2356,121
2357,121
2358,121
2359,121
2360,121
2361,121
2362,121
2363,121
2364,121
2365,121
2366,121
2367,121
2368,121
2132,122
187,122
2369,122
2370,122
2371,122
2372,122
418,123
1040,123
183,123
2373,123
2374,123
2375,123
2376,123
2377,123
2378,123
2379,123
2218,124
2380,124
2381,124
2382,124
828,125
2383,125
2384,125
188,125
133,125
2385,125
2386,125
2387,125
2388,125
2137,125
867,125
2389,125
119,125
2373,125
2390,125
2391,125
429,125
2392,125
1294,125
2393,125
2394,125
2395,125
2396,125
2397,126
2398,126
2399,126
2400,126
2401,126
2402,126
2403,126
2404,126
2405,126
2406,126
1032,127
2407,127
696,127
2408,127
946,127
2409,127
2410,127
2411,127
2412,127
2413,127
2414,127
2415,127
2416,127
2417,127
2418,127
2419,127
2420,127
2421,127
2422,127
2423,127
2424,128
2425,128
2426,128
2427,128
2428,128
2429,128
2430,128
2431,128
2432,128
2433,128
2434,128
2435,128
2436,128
2437,128
2438,128
2439,128
2440,128
2441,128
2442,128
2443,128
2444,129
2445,129
2446,129
2447,129
2448,129
2449,129
2450,129
2451,129
2452,129
0,130
2453,130
2454,130
2455,130
2456,130
2457,130
2458,130
2459,130
2460,131
2461,131
2462,131
2463,131
2464,131
2465,131
2466,131
2467,131
2468,131
2469,131
2470,132
2471,132
2340,132
2472,132
2473,132
1005,132
2474,132
2475,132
2476,132
2477,132
2478,132
2479,132
2480,132
2481,132
2482,132
2483,132
2484,132
2485,132
2486,132
2487,132
2488,132
2489,132
2490,132
2491,133
2492,133
2493,133
2494,134
2495,134
489,134
2496,134
1974,134
2497,134
2498,134
2499,134
2500,134
2501,134
2502,134
2503,134
2504,134
2020,134
2505,134
2506,134
2507,134
2508,134
2509,134
2510,134
2511,134
2512,134
2513,134
2514,134
2515,134
2516,134
2517,134
2518,134
2519,134
2520,134
2521,134
2522,134
2523,135
2524,135
2525,135
2526,135
2527,135
859,135
2528,135
140,135
2529,136
2530,136
2531,136
2532,136
2533,136
2178,137
416,137
2534,137
2535,137
2536,137
2537,137
2538,137
2539,137
2540,137
2541,138
2542,138
2543,138
2544,138
2545,138
2546,138
2547,138
2548,138
2549,138
1754,138
2550,138
2551,138
2552,138
2553,139
2554,139
2555,139
2556,139
2557,139
2558,139
2559,139
2560,139
2561,139
2562,139
2563,139
2564,139
2565,139
2566,139
2567,139
2568,139
2569,139
2570,139
2571,139
2572,139
2573,139
2574,139
2575,139
2576,139
2577,139
2578,139
2579,139
2580,139
2581,139
2582,139
2583,140
2584,140
2585,140
2586,140
2587,140
2588,140
2589,140
23,140
2590,140
2591,140
2592,140
2593,140
2594,140
2595,140
2596,140
2597,140
2598,140
2599,140
2600,141
2601,141
2602,141
2603,141
2604,141
2605,141
2606,141
2607,141
2608,141
2609,141
2610,141
2611,141
2612,141
2613,142
2614,142
2615,142
2616,142
2617,142
2618,142
2619,142
2620,142
2621,142
2622,142
2623,142
1380,142
2624,142
2625,142
2626,142
2627,142
2628,142
2629,142
2630,142
2631,142
2632,143
2633,143
2542,143
2634,143
2635,143
2636,143
528,144
2637,144
2058,144
2638,144
1307,144
2639,144
2640,144
2641,144
2642,144
558,144
2643,144
2644,144
2645,144
2646,144
2647,144
2648,144
2649,144
2650,144
2651,144
2652,144
2653,144
2654,144
2655,144
2656,144
2657,144
2658,144
2659,144
2660,144
2661,144
696,145
2662,145
2663,145
2664,145
18,145
2665,145
737,145
2666,145
2667,145
715,145
2668,145
2669,145
2670,145
2671,145
2672,145
2673,145
2674,145
2675,145
2676,145
2677,145
2678,145
2679,145
732,146
2680,146
2681,146
2682,146
1901,146
316,146
2683,146
2684,146
1264,146
2685,146
2686,146
2687,146
2688,146
2689,146
2690,146
2691,146
2692,146
2693,146
2694,146
2695,146
2696,146
2697,146
2698,146
2699,146
2700,146
2701,146
2702,146
2703,146
2704,146
2705,146
2706,146
2707,146
2333,146
2708,146
2709,146
2710,146
2711,146
2712,147
2713,147
2714,147
2715,147
2716,147
2717,147
2718,147
2719,148
2720,148
2721,148
2722,148
2723,148
2724,148
2725,148
2726,148
2727,148
2728,148
2729,148
2730,149
2731,149
1351,149
692,149
2732,149
2733,149
2734,149
613,149
2735,149
536,149
2217,149
1067,149
1151,149
2736,149
2737,149
2738,149
2739,149
2740,149
2741,149
2742,149
2743,149
2744,149
2745,149
2746,149
2747,150
2748,150
2749,150
2750,150
2751,150
2752,150
2753,150
2754,150
2755,150
2756,150
2757,150
2758,150
2759,150
2760,150
2761,150
2762,150
2763,150
2764,150
2765,151
2766,151
2372,151
183,151
126,151
2767,151
2768,151
2769,151
2770,151
2771,151
127,151
2772,151
2773,151
148,152
383,152
835,152
2774,152
2775,152
2776,152
2777,152
2778,152
2779,152
2780,152
2781,152
152,152
2782,153
2783,153
2784,153
2785,153
2786,154
2787,154
2788,154
2789,155
2790,155
2791,155
2792,155
2793,155
2794,155
2795,155
2796,155
2797,155
2798,155
2799,155
2800,155
2801,155
2802,155
2803,155
2804,155
2805,155
2806,155
2807,155
2808,155
2809,155
2810,155
2811,155
2812,155
2813,155
2814,155
2815,155
2816,156
2817,156
2818,156
2819,156
2820,156
1426,156
2821,156
2822,156
2823,156
2824,156
2825,156
2826,156
2827,156
2828,156
2829,156
2830,156
2831,156
2832,156
2833,156
2834,156
